gender,age,interest,Impressions,Clicks,Spent,Approved_Conversion
M,30-34,42,6956,63,78.59216867972584,1
M,30-34,28,428,3,13.645319130845628,0
F,30-34,20,3343,37,350.96430978554434,0
M,30-34,25,3379,40,102.73703301386934,0
F,45-49,13,4858,51,149.89130584998065,1
M,30-34,8,7987,79,115.21704598044712,1
M,35-39,46,274,1,6.252917601992338,0
F,30-34,11,787,13,90.4642999324761,0
M,30-34,41,285,4,26.43138591010888,0
F,35-39,50,761,8,69.44589847140338,0
M,40-44,50,6038,57,291.8995896666179,0
M,30-34,5,1938,22,39.10152152031647,0
M,30-34,19,7223,64,207.9583194682829,2
F,35-39,23,1309,13,88.31010171753695,1
M,30-34,26,5296,58,366.83020753159946,0
F,30-34,37,7321,75,415.83972994186075,1
M,45-49,7,798,7,48.917133842797696,0
F,40-44,0,3601,38,249.09809698476107,1
M,35-39,48,6450,61,541.2277734449394,2
F,35-39,48,6693,66,400.43226867889194,0
F,35-39,23,8751,91,718.6008745966311,2
F,35-39,46,1873,15,42.94076972522167,0
F,40-44,6,6902,69,479.048684198134,1
F,40-44,18,7827,80,725.6675299708336,3
F,30-34,21,4282,53,220.71622709756605,1
M,35-39,34,6569,65,513.5968356816143,0
M,35-39,29,1827,17,125.55347214306282,2
F,45-49,28,1272,16,17.047981924517018,1
F,40-44,21,7680,62,373.5083943685786,2
F,35-39,10,1827,21,36.47277516556008,0
F,30-34,19,9546,103,998.0218100276335,1
M,40-44,28,7540,79,648.4613307768425,4
M,30-34,50,4909,55,84.83068615162026,1
F,35-39,40,8943,101,167.32104174294744,3
M,30-34,41,8168,87,534.8326410852795,1
M,40-44,33,3039,26,98.18762602077628,0
F,30-34,0,8393,95,79.00253781348113,5
M,35-39,30,1375,16,90.32950919062407,0
F,45-49,29,9543,112,468.66718606574113,1
M,30-34,47,9953,112,163.5453878835342,1
F,35-39,17,5177,52,422.14867377445546,1
M,35-39,16,9048,97,891.7432392044198,0
M,30-34,37,2772,29,222.94162882089282,0
M,40-44,13,4706,55,457.2156569835049,1
M,30-34,22,1375,16,40.90656622444984,1
M,35-39,24,4183,37,111.14589224788826,0
M,35-39,14,9401,100,248.10116328422836,5
F,40-44,45,2919,38,295.1878987229686,0
M,40-44,21,1292,6,57.031273499266334,0
F,35-39,2,8589,98,716.3754394692634,0
F,30-34,18,1881,18,159.73081679440406,1
F,40-44,43,1619,16,105.08226242224222,2
M,35-39,33,7296,79,330.43875536937867,3
F,40-44,34,1968,18,81.80523615308219,0
M,40-44,49,6466,66,80.22653796896283,1
M,40-44,0,3282,34,27.160674064466424,1
F,35-39,20,3808,39,277.1737113520532,2
M,35-39,28,6047,57,265.9092450240543,4
F,40-44,5,2405,28,160.88920810253146,0
F,35-39,36,9639,82,475.41811189786233,5
F,30-34,0,1874,16,50.16112362666181,0
F,45-49,50,7330,70,351.4685197016113,1
M,45-49,0,4110,47,233.69443897462904,0
M,35-39,26,5374,50,209.50293008323206,0
F,30-34,20,454,6,49.778496853861014,0
M,35-39,15,1771,17,81.36298659554673,1
M,40-44,43,5366,56,349.13888703718555,2
M,45-49,39,3895,38,342.2827634574782,1
M,30-34,25,4260,39,340.43955726923076,1
M,30-34,15,114,1,8.959010935902068,0
M,45-49,27,9541,110,337.1552213059396,2
F,35-39,0,6432,62,51.604685613449014,2
F,35-39,35,9657,81,241.3909025194558,2
F,45-49,9,1018,8,25.18175826717386,0
M,30-34,42,418,3,27.41676931166159,0
M,40-44,16,8474,82,546.7600888807791,3
M,30-34,22,2292,32,40.83800371907754,0
F,35-39,6,5052,40,71.44386648421843,0
F,40-44,43,3133,38,75.19908132065312,1
M,35-39,6,8123,76,493.1645021779625,1
F,45-49,43,9162,100,748.643324231653,4
M,35-39,14,8930,94,814.6620121348986,1
F,35-39,33,1519,15,141.54070848988962,0
F,30-34,45,4775,50,120.80966475855983,2
F,35-39,44,4309,39,134.27070559026018,1
F,35-39,3,3672,40,111.32269468303565,1
F,30-34,13,873,8,31.26587912742647,0
M,35-39,13,3481,30,275.67955561576855,0
F,35-39,15,6578,70,417.4498570146754,2
M,40-44,6,4201,48,360.6155051799716,0
F,40-44,31,4263,52,268.1189026466303,2
F,40-44,18,7470,77,59.6095636053751,2
F,30-34,1,9039,92,102.10685476208972,1
M,30-34,9,829,10,56.10268797044915,0
F,40-44,49,2942,29,212.52637909291707,1
F,35-39,16,5584,63,160.3753207259458,0
F,30-34,36,3356,31,228.10236954073355,0
M,40-44,11,2952,31,254.24107029089438,0
M,40-44,5,3768,37,163.2819636442821,1
M,35-39,21,71,2,15.181965424037994,0
M,30-34,31,1550,17,73.75083697804627,0
F,40-44,40,9084,87,604.156795244574,3
M,35-39,19,3691,23,178.43335527632016,1
F,40-44,0,5262,42,416.77872070493623,1
M,40-44,46,241,2,7.5625365792083254,0
M,40-44,5,8637,82,361.20076806762233,1
F,35-39,18,7224,78,161.72446402293696,3
F,30-34,17,5164,55,134.1281730149441,1
F,40-44,5,4712,40,283.4901009873835,2
F,40-44,44,4376,53,488.2324546427787,1
F,40-44,32,9115,87,369.6409925480153,1
M,30-34,22,4385,40,88.34088979750567,1
F,30-34,22,8331,90,288.7600719724599,1
F,45-49,25,8698,86,414.77724282824926,2
F,40-44,12,9246,97,316.334278510187,2
M,45-49,6,5544,57,154.98307351049058,2
F,40-44,14,8586,104,779.1526748919946,3
M,35-39,43,2761,31,17.810329305363528,1
M,40-44,26,7645,75,421.70175072724425,0
M,45-49,25,6323,52,418.1208026726984,4
M,35-39,32,6334,63,190.83762936100473,2
F,40-44,14,9358,89,554.5829722224606,3
F,30-34,35,8867,94,644.3277943174257,1
F,35-39,44,4044,52,349.58220002411446,1
M,40-44,26,1728,16,75.76914439820509,0
M,35-39,4,8464,88,333.73919786415144,2
M,30-34,1,793,9,75.97150824387806,0
F,35-39,32,512,5,38.52618295749355,0
M,30-34,15,1618,19,67.4865588012112,0
F,30-34,22,1786,20,29.573646944019156,0
F,35-39,37,7953,67,79.20550267604115,1
M,45-49,15,7052,81,113.04536499323129,3
F,35-39,13,8906,97,585.6141163384674,0
F,30-34,28,1406,13,12.880278714880227,1
F,30-34,25,1064,12,44.409663745900374,0
F,40-44,34,1104,13,99.52016318640732,0
M,35-39,14,1814,20,65.92615163792183,0
M,40-44,2,6059,59,457.33417725946276,2
F,40-44,22,4508,53,401.84265373725236,1
F,40-44,28,9654,100,283.5357760015555,4
M,35-39,33,717,8,59.39048568704865,0
F,40-44,32,3420,29,220.51246384396376,0
F,35-39,40,6026,63,269.3761745117156,2
F,45-49,40,1444,19,47.480897315344045,0
M,40-44,22,8340,79,430.7137405723477,2
F,35-39,6,4120,46,425.6507459560858,0
F,35-39,2,7032,70,460.3451270673212,1
M,30-34,31,8663,88,188.56320801639038,3
M,40-44,30,5649,46,321.3647761085482,3
F,30-34,17,3700,33,150.42814905285513,0
M,35-39,42,9374,94,575.2352160383481,3
F,35-39,6,9944,92,687.5719666101963,1
F,40-44,40,3670,33,177.93599469977846,1
M,40-44,0,3240,34,279.9168237871787,1
F,40-44,13,8839,99,728.6873223472885,1
M,40-44,31,441,3,19.029590190527554,0
F,30-34,5,1125,12,23.19038100488807,0
M,30-34,38,2700,20,168.83033107319795,0
F,40-44,9,2434,17,159.6487520291503,0
M,35-39,6,859,7,12.608180733318106,0
M,35-39,25,8097,84,431.61642128787764,6
F,30-34,33,5551,54,159.8099246308688,0
M,35-39,29,6945,61,467.7462566531147,1
F,30-34,35,1209,16,117.6877046727144,0
M,45-49,20,7624,85,156.26473486059695,4
F,30-34,16,1581,14,123.64462707779774,0
M,35-39,32,5531,59,130.9354023596703,1
F,30-34,9,7598,78,629.7689380052477,1
M,40-44,50,5026,47,227.54173057390418,0
M,35-39,46,5745,54,195.40368659533158,0
M,45-49,41,8495,97,194.31748055428778,1
M,45-49,50,3598,39,81.60108190232619,0
F,35-39,11,6213,59,400.48965590985466,1
M,45-49,15,6721,61,349.47440981535635,1
F,45-49,40,5314,54,89.62982130708238,1
M,40-44,31,1281,7,10.994407719148626,0
M,40-44,14,2473,24,28.48681104819645,2
F,30-34,26,8121,76,575.0000248036988,3
F,35-39,27,4311,39,283.2523125774516,0
M,30-34,16,9815,95,100.23396924625406,1
M,30-34,45,2958,35,203.78980013599352,1
M,45-49,49,4762,47,61.30790331586104,0
F,35-39,1,6805,64,581.4774285302366,1
F,40-44,35,9867,93,847.938239845647,1
M,40-44,49,3933,40,285.3285361289894,2
F,45-49,6,3565,38,353.3542006396415,2
F,45-49,12,3453,37,303.72574019041224,1
F,30-34,14,4648,47,393.4424741514276,1
F,30-34,24,5058,40,236.48898321657464,2
M,35-39,22,6272,67,228.30667966459595,3
M,30-34,21,4059,41,105.33275533784621,3
M,30-34,25,2785,31,111.86040649046464,0
M,35-39,32,4541,47,304.1232095347662,0
F,40-44,10,8643,92,196.90181231751666,2
F,35-39,9,1024,10,29.57082248054555,0
M,35-39,24,273,3,14.839734589670735,0
M,40-44,36,4663,51,138.41277273517625,0
M,30-34,47,6827,73,444.72438494808875,3
F,30-34,42,8477,71,658.1822311937946,3
M,40-44,37,4261,34,258.6328651221099,0
F,40-44,40,275,3,20.49315850324402,0
M,40-44,44,8233,76,458.72490566028824,2
M,30-34,23,4327,53,272.18177231093216,2
F,40-44,39,1391,14,31.81299333140974,0
F,40-44,45,4086,45,404.98871969498504,0
M,35-39,32,8451,72,205.99862537678004,1
F,40-44,16,3777,31,42.39046444676834,0
F,45-49,23,3978,34,259.25490289086855,1
F,35-39,36,2853,35,75.89216516511283,0
M,35-39,1,9351,115,463.79637949873484,7
F,45-49,31,6608,67,51.503356857208594,0
F,40-44,23,443,3,5.40643636240277,0
F,35-39,8,6889,65,139.4532419942457,1
M,40-44,3,9085,90,91.52065922640216,2
M,35-39,16,9766,87,586.2269746487816,1
M,30-34,16,8845,71,600.0617582692026,2
F,35-39,49,631,10,40.46496360476439,0
M,45-49,47,182,1,8.808476528822906,0
F,45-49,29,2888,29,73.27698129131485,1
F,35-39,39,3435,34,122.10110681028034,0
M,35-39,10,3820,42,81.14406021943618,1
F,30-34,20,2318,20,127.90624712960974,1
M,45-49,20,1025,7,31.421327792875406,0
F,45-49,17,7655,64,404.8762748798744,1
M,40-44,28,7263,62,479.62651927717417,3
F,40-44,23,9785,86,488.83936409891885,1
F,40-44,9,2885,36,232.64958137641145,0
F,35-39,44,2788,30,281.5463396023849,3
F,30-34,16,9599,92,307.38220659812885,1
F,35-39,17,4184,53,207.3390431021954,0
F,40-44,41,9558,91,665.9545561977218,3
F,40-44,47,6883,68,428.90336401777984,3
F,35-39,19,8403,73,160.31256929829223,1
M,45-49,36,1959,15,61.10099167649486,0
F,30-34,44,9369,91,449.94596234631604,3
F,35-39,17,9900,106,475.32556683416806,3
F,40-44,16,2013,23,50.45304561836591,0
M,40-44,8,5203,56,519.7968088292275,0
F,40-44,13,1016,10,77.4202823609277,0
M,35-39,48,939,9,45.65592364522137,1
F,30-34,28,3111,21,146.1721751472139,1
M,40-44,30,6511,70,631.6929769701221,4
F,35-39,3,6216,56,100.44464373635589,2
F,30-34,17,7017,74,213.0122546470053,2
M,40-44,19,9908,81,458.1086097639884,1
F,35-39,46,8151,90,728.1538675062666,3
M,40-44,42,7429,68,57.42066245522669,2
F,40-44,43,9683,101,994.6654151134079,2
F,30-34,8,7330,85,409.83708182753566,0
F,30-34,12,1117,18,70.42852504631463,1
F,40-44,14,4273,37,121.39263990067981,0
F,40-44,26,9068,95,204.85692865491166,1
M,40-44,14,4657,50,400.9976067417632,1
M,40-44,27,4035,41,392.6338171686046,1
F,40-44,36,3229,21,93.02212859165695,0
F,45-49,18,4588,49,467.85183340773386,2
F,35-39,25,2412,34,283.08662978551604,0
F,35-39,25,2274,24,121.67965706460058,0
M,35-39,24,6421,67,462.5176630137835,1
F,30-34,25,1776,15,69.48524553179097,0
M,35-39,25,5841,48,278.7778741449239,3
F,35-39,45,8123,82,86.21809653741447,3
M,45-49,27,8508,75,533.5877261516299,4
M,35-39,48,7063,57,57.104544988160036,0
M,35-39,17,887,6,49.57384197442002,0
M,35-39,31,4634,42,350.15382485476243,1
F,30-34,2,736,4,11.008936927136155,0
M,30-34,1,406,5,17.87398209920051,0
M,35-39,32,9113,88,446.3754764747332,2
M,30-34,41,4697,39,240.5636070184844,3
M,40-44,18,4468,45,145.3436903947036,0
M,45-49,16,6692,61,373.84587148420053,1
M,45-49,43,3441,31,103.19829306602853,0
F,40-44,32,4407,58,59.57538731015444,0
F,30-34,11,4929,57,29.868668233978692,1
F,45-49,48,5369,38,55.515531908552724,0
M,45-49,2,2789,34,272.8969761529779,0
M,30-34,42,9560,98,944.0925518288869,1
F,40-44,48,9777,85,387.27520591958455,0
F,35-39,25,4834,56,300.74786323536955,1
M,40-44,34,927,7,13.265403243382837,0
M,45-49,7,2920,36,206.4527226166137,0
M,30-34,35,342,5,9.3711078453314,0
M,45-49,6,9893,106,668.4928315172218,1
M,40-44,45,8778,94,880.3999901497025,1
F,45-49,45,2736,27,63.69667533122966,0
F,35-39,35,283,2,15.526710643084938,0
F,40-44,15,2424,24,17.35855240257788,1
F,30-34,23,2322,18,73.21002826599718,0
F,35-39,0,1016,10,15.521108243898357,0
F,30-34,48,939,7,26.93961686611401,0
F,45-49,24,3913,43,92.38983167248392,1
M,40-44,9,6204,69,279.2014210255527,2
M,45-49,15,3450,26,116.12813310856,0
M,45-49,15,8276,85,285.22733164559156,2
F,30-34,7,4592,36,242.56470671981015,0
F,35-39,28,3573,32,295.33102358270855,0
M,30-34,38,1813,20,86.11312108000175,1
F,30-34,27,3341,40,93.09039946050815,0
M,30-34,5,2538,22,67.58105646296052,0
F,35-39,15,1608,16,137.80812517144807,0
M,35-39,19,4740,48,284.6677138111874,0
M,30-34,15,6171,68,327.9371268702944,0
F,30-34,6,2326,19,36.50942823236127,0
M,30-34,40,4489,52,248.16529031194827,2
M,45-49,13,1153,6,18.87404419137104,0
M,40-44,42,7570,83,785.1841263123658,1
F,45-49,25,9661,103,916.5626020632931,6
F,35-39,25,5459,56,72.63615225260133,1
M,35-39,13,9720,89,481.33052517038084,1
F,40-44,6,7919,86,226.8726682854871,3
F,35-39,32,3006,16,70.43811760769216,1
M,35-39,25,7760,77,679.9143107209404,2
M,30-34,44,6067,58,319.66050045858816,0
M,30-34,19,9624,97,356.4793928411552,2
M,35-39,2,3434,34,84.14793837591405,2
F,35-39,3,9811,97,785.9993579430798,2
M,40-44,25,78,0,0.0,0
F,30-34,10,8947,98,484.7689436568212,2
F,30-34,1,9262,84,215.55251438265648,3
M,40-44,13,9688,88,323.4299687953618,1
F,30-34,43,7806,73,702.1514164431626,2
M,35-39,29,6998,63,342.77382765709183,0
F,45-49,48,5805,68,292.8517356831414,2
F,30-34,11,3652,31,169.0587914715814,1
F,30-34,25,5112,54,426.6211035264992,0
F,35-39,43,8121,86,320.8690011228438,2
M,35-39,32,7294,76,167.0258193133436,1
F,35-39,12,6422,70,423.9825186954668,0
F,40-44,13,7155,86,586.4717525440319,1
F,30-34,23,3631,37,269.02037803993016,0
F,35-39,33,2812,27,239.72981703151225,0
F,35-39,43,622,3,12.078462439639722,0
M,30-34,25,7755,72,87.54274902056198,2
M,40-44,20,664,7,67.23018081145766,0
F,35-39,27,4100,38,176.03930580492852,1
M,35-39,47,375,4,25.68378536757899,0
F,30-34,35,3790,31,211.72691766128207,2
F,35-39,39,408,7,39.843161628630035,0
M,35-39,1,3827,35,85.7481286373098,0
M,40-44,41,5956,55,422.06224368568394,2
F,30-34,8,1771,15,122.03465633833163,0
M,35-39,22,1399,21,120.81862941047923,0
F,35-39,14,3746,32,164.52259281779183,0
M,40-44,12,3946,38,60.1316841092027,0
F,35-39,22,4310,42,54.49671293841375,2
M,40-44,16,9838,89,331.6020769239635,1
F,40-44,47,9869,95,328.0386553544474,0
M,45-49,1,6991,70,669.1815398905754,3
F,35-39,19,3858,39,309.83222607529075,2
M,35-39,19,5296,39,264.0019513934817,1
F,40-44,45,8434,74,400.9066065793764,1
F,45-49,2,3895,42,87.77964475993387,0
M,45-49,11,2627,30,293.86015157252086,1
M,35-39,39,141,1,4.0628866332819955,0
M,30-34,1,4284,33,50.02117636721125,0
F,35-39,35,8722,101,524.3000404392584,2
F,40-44,13,6642,58,510.5729043988089,0
F,35-39,15,8178,86,767.9167484520781,0
M,35-39,18,1125,16,9.666819240579983,0
M,40-44,33,2563,26,231.91504895359571,0
F,35-39,43,8218,88,270.96080582988174,0
F,45-49,45,6911,70,60.91662203900134,0
F,35-39,5,9040,101,863.9547644131778,1
M,35-39,12,654,3,26.120202545663936,0
F,35-39,35,3029,19,117.11970991154416,1
M,40-44,21,7190,65,387.2128451305013,1
M,30-34,17,7115,57,468.80462762449855,1
F,30-34,11,4966,60,478.1964450448595,0
F,45-49,29,6850,63,564.2281258554584,0
F,30-34,50,647,9,51.759906769518146,0
M,35-39,39,9774,98,949.8794433342449,2
M,35-39,6,7370,67,667.5474578890698,2
F,35-39,31,8755,68,109.28781805911665,2
F,40-44,47,5672,47,402.8212886409155,1
M,30-34,18,1927,19,99.71791752362033,0
M,35-39,5,1749,21,87.8194844908165,1
M,35-39,19,9271,96,607.1219466130361,1
F,40-44,26,5830,45,46.42527572950801,1
M,30-34,42,766,8,42.491045026298075,0
M,35-39,36,4136,35,307.0711145338667,1
M,30-34,47,715,7,17.695190823241425,1
M,35-39,6,7896,90,409.5633600278585,4
M,30-34,4,6661,72,678.6049271969748,1
F,30-34,10,1129,8,36.570851673232994,0
M,40-44,14,8469,83,324.0728780940961,1
F,35-39,2,8390,75,351.382361787907,3
M,45-49,4,1119,14,76.087217946835,0
F,45-49,22,5313,61,396.7389839241862,0
F,35-39,36,8001,75,607.9936206531709,1
F,30-34,8,1413,18,86.30947718569773,0
F,35-39,14,4558,49,405.0373752844603,1
M,40-44,2,1805,17,94.69588680836102,0
M,35-39,28,569,6,22.293389090974728,0
F,30-34,5,5513,55,371.27930769239396,0
F,35-39,16,7283,65,475.6934923041059,3
F,40-44,25,1152,14,81.22051375872185,1
F,40-44,20,647,9,9.34058020301885,1
F,30-34,7,3323,33,69.75828136291861,0
M,40-44,20,5831,50,160.5164174228584,2
M,30-34,10,6306,66,210.2062549315862,1
F,30-34,37,7308,74,510.41482257355,0
F,45-49,7,8830,96,64.73397944635292,0
M,30-34,41,6604,64,491.45452044610806,1
F,35-39,23,9649,97,293.0130905345889,0
M,30-34,34,8052,79,272.1713955851849,6
F,45-49,13,4896,37,204.06030452228939,0
M,40-44,13,9871,108,275.5396665633704,2
M,40-44,9,9236,94,836.8328830229461,2
F,40-44,11,4848,43,56.37314635490191,0
M,30-34,37,6655,54,254.96815186044626,1
F,35-39,43,3036,31,265.6548583544651,0
F,35-39,45,450,4,25.40206798800696,0
F,30-34,33,2905,27,88.48252081363547,0
M,35-39,40,3462,42,188.8833229028078,1
M,45-49,9,106,1,7.213596613253889,0
M,30-34,16,8072,73,711.4563255228642,3
F,35-39,16,1925,18,161.72672084288314,1
F,30-34,2,4593,52,195.16180734089411,1
F,30-34,30,4348,37,369.3665545696819,0
F,45-49,50,3818,38,20.265183534712037,1
F,35-39,0,5802,65,49.56137421169632,2
F,35-39,11,4883,40,333.05939576505364,2
M,40-44,38,1403,6,14.369373149483964,0
F,30-34,3,5037,63,67.87040713515016,1
M,35-39,41,6647,72,198.2092820937675,2
F,35-39,12,4361,41,186.46600997554503,0
F,35-39,33,2984,24,178.5691096588163,0
F,45-49,41,72,1,6.431187502236452,0
M,40-44,20,1259,9,24.816614101415947,0
M,35-39,21,8990,96,506.982648667733,8
M,40-44,3,854,7,65.09323800900482,0
M,30-34,17,8375,83,684.133632151693,1
M,30-34,4,4466,37,132.10120936837538,0
F,30-34,18,8675,83,816.0156066289666,0
F,35-39,1,5191,57,412.2179468356234,1
M,35-39,11,5018,55,60.12978833589348,1
M,40-44,16,3721,31,25.854830063504092,0
M,45-49,9,7342,78,163.7902902164322,2
F,35-39,33,7051,76,563.511936732206,2
F,35-39,5,2148,25,56.137994887576625,0
F,30-34,7,8494,74,396.57519875381,1
F,30-34,50,5111,58,80.38632621963829,4
F,35-39,10,9371,79,730.6250614515614,1
F,35-39,11,3314,30,113.02877487131676,1
M,40-44,8,5485,66,602.3987994635155,1
F,30-34,1,8543,91,862.3449924316654,3
M,30-34,7,6741,74,41.308439061517596,2
F,35-39,10,2813,29,142.36924407325066,1
M,30-34,35,4055,35,25.698138522541885,2
F,30-34,9,3291,37,337.9055073554714,2
F,40-44,20,3107,32,173.59589359931107,1
F,30-34,19,600,9,10.907713085721479,0
F,40-44,47,5624,68,105.2387664666622,1
M,35-39,7,5461,48,198.88011516868903,2
M,30-34,35,1637,15,141.48337248438673,0
M,35-39,28,5970,67,474.5366749730835,0
M,40-44,41,5310,48,419.63420298224435,0
F,35-39,11,4459,41,163.23486374942206,1
M,40-44,13,5833,55,50.079158014874125,0
F,30-34,47,762,7,68.29212287409354,0
F,40-44,49,5456,57,37.79917444367311,2
F,30-34,20,8040,89,845.7394726800608,2
M,40-44,21,7470,73,292.17779343938184,0
F,35-39,20,6893,72,42.90183703496696,0
F,45-49,43,2483,32,225.50379844425052,0
F,35-39,49,3351,34,333.71451820212735,0
F,30-34,29,320,2,19.34688873391426,0
F,30-34,38,1129,12,24.346819277075703,0
M,40-44,19,5372,46,102.20529125090974,0
F,35-39,23,8845,73,428.70123728873426,0
M,40-44,22,5307,59,386.70935521307587,0
M,30-34,6,8032,85,639.5799652851865,5
M,35-39,8,9827,120,266.39741093824813,2
M,30-34,0,6264,62,595.8551741042519,2
M,45-49,25,5056,42,275.8569632594059,2
M,40-44,37,4035,30,256.40837187810814,0
F,45-49,37,9637,83,467.34181650156944,2
F,35-39,43,8841,109,483.4836756793234,1
F,40-44,21,8755,73,714.1763457236298,2
M,40-44,43,6041,54,325.6282632305759,0
M,35-39,9,6277,52,454.23554990279433,2
F,40-44,5,9308,97,926.9589432515361,0
M,45-49,16,7883,82,567.1012544397455,2
M,45-49,50,2936,26,148.58785359411272,0
F,40-44,49,2703,30,16.000592509535426,2
M,35-39,37,9330,81,71.29511354866511,1
F,35-39,23,4914,52,125.22050072925147,1
F,45-49,50,2564,21,47.608682155271055,0
M,30-34,9,4019,33,96.36688229515151,0
M,40-44,7,3334,35,118.89076703447223,1
F,40-44,20,7790,77,301.8879085323577,4
M,40-44,5,4616,44,197.7847544487904,0
M,45-49,20,2246,22,31.663064737307067,1
F,35-39,38,839,7,6.3170684748600054,0
M,35-39,23,3525,30,207.07416798581167,1
F,30-34,32,9906,107,599.7008494529885,2
F,35-39,17,1359,16,75.50991873745818,0
M,35-39,27,914,5,32.63589720549674,0
M,35-39,31,5439,42,351.24408347421263,0
M,40-44,11,3413,40,182.52330546415774,1
M,45-49,47,8265,81,533.8414283574981,0
M,30-34,41,3053,26,248.5323392872842,0
F,35-39,26,8552,79,669.6381841441014,2
M,45-49,9,1281,14,63.65810779682046,0
F,30-34,45,8009,68,450.4870772283239,1
F,30-34,41,2761,21,45.82564892222998,0
F,30-34,31,6631,57,332.0227631206912,1
F,35-39,41,7755,93,913.5035452208142,1
M,30-34,25,471,9,48.81594234981566,0
F,45-49,24,996,5,46.562819211532,0
F,35-39,10,9428,100,436.96817447809764,3
M,35-39,22,1884,10,99.89025858253996,0
M,30-34,33,1614,13,78.03367435060339,1
F,35-39,39,7382,77,69.41976928358613,1
M,40-44,22,4994,47,285.4860167227048,1
M,40-44,28,1358,12,37.30128730747401,0
M,40-44,30,3036,29,23.448604220888996,1
M,35-39,6,436,4,33.192425578397206,0
F,45-49,39,6181,65,202.76305083561678,1
F,40-44,32,9403,86,693.7801686559893,0
F,40-44,20,3308,34,110.09427929474504,0
M,30-34,1,6171,66,154.84262387885647,0
M,30-34,17,4861,39,380.3431302056904,0
F,30-34,46,6624,70,275.494142957088,0
M,40-44,32,6747,63,391.42366254873156,2
M,35-39,36,3983,36,226.61367054254927,0
F,35-39,33,1489,13,75.71847504842746,0
M,45-49,19,6219,65,597.32462162435,0
F,45-49,34,4530,48,331.54512854329204,3
M,45-49,50,105,0,0.0,0
M,35-39,49,3374,41,356.3971597722047,0
M,40-44,17,6827,62,137.64604757930303,1
F,35-39,45,155,1,5.670249197298966,0
F,30-34,23,3251,37,352.61845573823035,2
F,30-34,7,719,5,32.206387419319604,0
F,35-39,29,8984,96,793.0752268330872,0
M,35-39,43,1016,8,53.67061514143466,0
F,40-44,9,357,5,42.37011601804979,0
M,30-34,22,2188,26,246.28850632177515,0
F,40-44,48,159,1,3.0927564115609996,0
M,35-39,10,3682,48,101.3654530530638,1
F,35-39,1,6778,70,356.8538489711391,1
M,35-39,25,5734,62,444.39696939946316,0
M,35-39,35,6549,68,180.7655495557116,0
F,35-39,32,1965,23,12.396166918991506,0
M,35-39,46,606,5,18.789418002243504,0
M,30-34,12,7669,87,844.2622407641272,0
M,30-34,39,154,0,0.0,0
M,35-39,24,2097,19,81.93924263139093,0
F,45-49,3,195,1,2.3294729247949832,0
F,35-39,41,923,8,31.06281520536077,0
F,40-44,18,348,5,10.567373081809277,0
F,40-44,17,3288,31,46.807064376664194,0
M,45-49,36,8887,100,911.4052539439263,2
F,40-44,29,6432,77,768.281222521659,1
M,35-39,18,2561,19,39.12265634704015,0
M,40-44,22,6646,69,70.23953734471236,1
F,45-49,15,833,10,36.32445517889017,0
M,35-39,0,5042,57,278.4884463823064,0
F,35-39,11,420,6,14.674811083323705,0
M,30-34,23,536,6,20.18121997251783,0
F,40-44,33,7428,79,190.2534871365891,0
F,40-44,7,3246,26,204.24236040281548,0
F,30-34,17,9602,88,639.71516055471,3
F,35-39,47,4337,38,248.2174971897144,2
F,35-39,4,2311,30,125.35708926757336,0
M,30-34,25,9198,105,959.2683389609504,2
F,45-49,29,8622,91,883.6608821570248,2
M,30-34,12,288,2,4.299146939882828,0
F,30-34,18,6893,68,178.06616635207322,2
F,35-39,28,1155,18,98.8829057880632,1
F,40-44,2,1436,15,20.503206122719952,1
M,30-34,25,9769,114,529.6736159254312,0
M,40-44,39,1717,17,102.45928926160019,0
F,35-39,11,2741,33,180.17006455155393,1
M,30-34,1,7806,79,287.8468916000586,2
M,30-34,10,2046,18,101.75823283920236,1
M,35-39,43,1475,10,96.08609065459055,0
F,35-39,27,8073,93,228.5163766914307,2
F,45-49,17,6899,55,369.6493847608669,1
M,40-44,12,3297,29,26.455789239992285,0
M,45-49,36,2642,25,28.273896064340796,0
M,35-39,21,1540,17,97.620258212109,0
F,45-49,11,1274,16,23.95075540984832,0
F,35-39,1,2637,23,16.382773271268327,0
M,35-39,36,7764,69,146.92676995827856,2
M,30-34,6,3114,37,217.0444836063504,0
M,30-34,25,7854,91,653.538255181617,3
F,40-44,25,882,15,36.35319539014665,0
F,35-39,23,2490,17,116.42389910912019,0
M,30-34,11,4845,55,122.84388299934731,4
M,40-44,15,1696,15,94.91768329495413,1
M,35-39,22,490,2,8.827233918020179,0
F,35-39,39,6006,56,375.82133896548413,2
M,35-39,8,9771,99,985.347113706732,0
F,40-44,31,2417,25,235.23152924273347,0
F,40-44,14,6746,57,30.818571868250114,0
M,35-39,36,5240,61,543.6117639479562,0
M,35-39,12,4713,50,56.5831277080141,2
M,35-39,4,7112,69,659.2220372277784,2
F,40-44,10,4381,29,92.14297459196314,3
F,35-39,9,9546,86,355.12245644600836,2
F,30-34,12,3084,30,41.11688847508244,0
F,30-34,40,9427,93,145.6929819835916,2
M,35-39,45,3312,28,207.312990350999,4
F,35-39,49,2157,26,246.25006222982805,1
F,40-44,14,7086,76,478.9604133570115,2
M,30-34,41,4370,45,328.52588163771173,2
F,35-39,6,5988,60,464.3227544203775,0
F,40-44,39,2797,28,83.9085970310825,1
